Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530961,VIKASECO,Vikas EcoTech Ltd,23 Aug 2010,Dividend - Rs. - 0.5000,-,25 Aug 2010,28 Aug 2010,18 Aug 2010,24 Aug 2010,-
530961,VIKASECO,Vikas EcoTech Ltd,20 Sep 2011,Dividend - Rs. - 1.0000,-,22 Sep 2011,28 Sep 2011,15 Sep 2011,21 Sep 2011,-
530961,VIKASECO,Vikas EcoTech Ltd,18 Sep 2012,Dividend - Rs. - 0.5000,-,21 Sep 2012,27 Sep 2012,13 Sep 2012,20 Sep 2012,-
530961,VIKASECO,Vikas EcoTech Ltd,19 Sep 2013,Dividend - Rs. - 0.5000,-,21 Sep 2013,27 Sep 2013,16 Sep 2013,19 Sep 2013,-
530961,VIKASECO,Vikas EcoTech Ltd,27 Mar 2014,Stock  Split From Rs.10/- to Rs.1/-,30 Mar 2014,-,-,24 Mar 2014,26 Mar 2014,-
530961,VIKASECO,Vikas EcoTech Ltd,19 Sep 2014,Dividend - Rs. - 0.0500,-,23 Sep 2014,29 Sep 2014,18 Sep 2014,22 Sep 2014,-
530961,VIKASECO,Vikas EcoTech Ltd,13 Nov 2014,Bonus issue 3:2,15 Nov 2014,-,-,13 Nov 2014,13 Nov 2014,-
530961,VIKASECO,Vikas EcoTech Ltd,22 Sep 2015,Final Dividend - Rs. - 0.0500,-,24 Sep 2015,30 Sep 2015,16 Sep 2015,23 Sep 2015,-
530961,VIKASECO,Vikas EcoTech Ltd,22 Sep 2016,Final Dividend - Rs. - 0.0500,-,24 Sep 2016,30 Sep 2016,19 Sep 2016,22 Sep 2016,-
530961,VIKASECO,Vikas EcoTech Ltd,20 Sep 2017,Final Dividend - Rs. - 0.0500,-,22 Sep 2017,28 Sep 2017,15 Sep 2017,21 Sep 2017,-
530961,VIKASECO,Vikas EcoTech Ltd,19 Sep 2018,Final Dividend - Rs. - 0.0500,-,22 Sep 2018,28 Sep 2018,14 Sep 2018,19 Sep 2018,-
530961,VIKASECO,Vikas EcoTech Ltd,19 Nov 2018,Spin Off ,21 Nov 2018,-,-,14 Nov 2018,19 Nov 2018,-
530961,VIKASECO,Vikas EcoTech Ltd,19 Sep 2019,Final Dividend - Rs. - 0.0500,-,21 Sep 2019,30 Sep 2019,16 Sep 2019,19 Sep 2019,-
