Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
526739,SHAWGELTIN,NARMADA GELATINES LTD.,09 Sep 2008,Dividend - Rs. - 2.0000,-,11 Sep 2008,19 Sep 2008,04 Sep 2008,10 Sep 2008,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,25 Aug 2009,Dividend - Rs. - 2.5000,-,27 Aug 2009,08 Sep 2009,20 Aug 2009,26 Aug 2009,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,08 Sep 2010,Dividend - Rs. - 3.0000,-,13 Sep 2010,21 Sep 2010,03 Sep 2010,09 Sep 2010,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,08 Sep 2011,Dividend - Rs. - 4.0000,-,12 Sep 2011,19 Sep 2011,05 Sep 2011,09 Sep 2011,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,01 Aug 2012,Dividend - Rs. - 4.5000,-,03 Aug 2012,14 Aug 2012,27 Jul 2012,02 Aug 2012,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,31 Jul 2013,Dividend - Rs. - 5.0000,-,02 Aug 2013,14 Aug 2013,26 Jul 2013,01 Aug 2013,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,26 Sep 2014,Dividend - Rs. - 5.0000,-,30 Sep 2014,30 Sep 2014,25 Sep 2014,29 Sep 2014,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,26 Sep 2014,Bonus issue 1:2,-,30 Sep 2014,30 Sep 2014,25 Sep 2014,29 Sep 2014,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,09 Sep 2015,Dividend - Rs. - 3.5000,-,11 Sep 2015,17 Sep 2015,04 Sep 2015,10 Sep 2015,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,14 Sep 2016,Dividend - Rs. - 4.0000,-,16 Sep 2016,22 Sep 2016,08 Sep 2016,15 Sep 2016,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,12 Sep 2017,Dividend - Rs. - 4.0000,-,14 Sep 2017,20 Sep 2017,07 Sep 2017,13 Sep 2017,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,18 Sep 2018,Dividend - Rs. - 4.0000,-,20 Sep 2018,26 Sep 2018,12 Sep 2018,18 Sep 2018,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,17 Sep 2019,Dividend - Rs. - 10.0000,-,19 Sep 2019,25 Sep 2019,12 Sep 2019,18 Sep 2019,-
526739,SHAWGELTIN,NARMADA GELATINES LTD.,17 Sep 2020,Final Dividend - Rs. - 10.0000,-,19 Sep 2020,25 Sep 2020,14 Sep 2020,17 Sep 2020,-
