Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,19 Mar 2008,Dividend - Rs. - 0.0500,-,25 Mar 2008,31 Mar 2008,14 Mar 2008,24 Mar 2008,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,11 Dec 2008,Dividend - Rs. - 0.0500,-,15 Dec 2008,20 Dec 2008,05 Dec 2008,12 Dec 2008,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,17 Sep 2009,Dividend - Rs. - 0.0500,-,19 Sep 2009,30 Sep 2009,14 Sep 2009,17 Sep 2009,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,20 Sep 2010,Dividend - Rs. - 0.0500,-,22 Sep 2010,30 Sep 2010,15 Sep 2010,21 Sep 2010,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,16 Sep 2011,Dividend - Rs. - 0.0500,-,20 Sep 2011,26 Sep 2011,13 Sep 2011,19 Sep 2011,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,16 Aug 2012,Dividend - Rs. - 0.0500,-,20 Aug 2012,24 Aug 2012,10 Aug 2012,16 Aug 2012,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,02 Sep 2013,Dividend - Rs. - 0.0500,-,04 Sep 2013,07 Sep 2013,02 Sep 2013,03 Sep 2013,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,18 Sep 2014,Final Dividend - Rs. - 0.0500,-,22 Sep 2014,26 Sep 2014,18 Sep 2014,19 Sep 2014,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,22 Sep 2015,Final Dividend - Rs. - 0.0500,-,24 Sep 2015,30 Sep 2015,16 Sep 2015,23 Sep 2015,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,19 Sep 2016,Dividend - Rs. - 0.0500,-,21 Sep 2016,28 Sep 2016,14 Sep 2016,20 Sep 2016,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,28 Aug 2017,Dividend - Rs. - 0.0500,-,30 Aug 2017,05 Sep 2017,22 Aug 2017,29 Aug 2017,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,19 Sep 2018,Dividend - Rs. - 0.0500,-,22 Sep 2018,28 Sep 2018,14 Sep 2018,19 Sep 2018,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,20 Sep 2019,Final Dividend - Rs. - 0.0500,-,24 Sep 2019,30 Sep 2019,17 Sep 2019,23 Sep 2019,-
509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,03 Nov 2020,Final Dividend - Rs. - 0.0500,-,05 Nov 2020,11 Nov 2020,28 Oct 2020,04 Nov 2020,-
