security code,security name,revenue,income,expenditure,profit,eps,year,quartile
532057,ABHICAP,4.03,4.03,-0.95,3.08,0.47,2007,3
532057,ABHICAP,9.25,9.25,-1.30,7.58,1.10,2007,4
532057,ABHICAP,-12.57,-12.57,-2.03,-14.01,-2.02,2008,1
532057,ABHICAP,7.68,7.68,-1.28,5.78,0.83,2008,2
532057,ABHICAP,12.66,12.66,-2.59,8.57,1.24,2008,3
532057,ABHICAP,1.66,0.22,-1.44,-0.33,-0.05,2008,4
532057,ABHICAP,-11.03,-12.31,-1.28,-10.31,-1.49,2009,1
532057,ABHICAP,-1.57,-2.73,-1.16,-2.73,-0.39,2009,2
532057,ABHICAP,0.98,-0.11,-1.09,-0.20,-0.03,2009,3
532057,ABHICAP,0.87,-0.32,-1.20,-0.29,-0.04,2009,4
532057,ABHICAP,-1.12,-2.70,0.00,-2.75,-0.40,2010,1
532057,ABHICAP,8.19,7.58,-0.61,7.59,1.10,2010,2
532057,ABHICAP,0.54,0.06,-0.48,0.05,0.01,2010,3
532057,ABHICAP,7.52,5.78,-1.74,5.60,0.81,2010,4
532057,ABHICAP,17.11,16.35,-0.76,10.62,1.53,2011,1
532057,ABHICAP,4.16,3.45,-0.70,3.44,0.50,2011,2
532057,ABHICAP,-6.58,-7.09,-0.51,-7.48,-1.08,2011,3
532057,ABHICAP,1.26,0.80,-0.46,0.80,0.11,2011,4
532057,ABHICAP,9.97,9.97,-0.63,8.34,1.20,2012,1
532057,ABHICAP,4.99,4.62,-0.38,4.62,0.67,2012,2
532057,ABHICAP,15.75,15.30,-0.45,11.75,1.70,2012,3
532057,ABHICAP,4.77,4.77,-0.57,4.20,0.61,2012,4
532057,ABHICAP,0.08,0.08,-6.39,-6.81,-0.98,2013,1
532057,ABHICAP,-6.27,-6.27,-0.46,-6.76,-0.98,2013,2
532057,ABHICAP,0.06,0.06,-0.39,-1.73,-0.25,2013,3
532057,ABHICAP,4.60,3.81,-0.79,2.37,0.34,2013,4
532057,ABHICAP,3.53,0.40,-3.13,-1.82,-0.26,2014,1
532057,ABHICAP,8.63,8.63,-0.50,6.57,0.95,2014,2
532057,ABHICAP,6.10,6.10,-0.47,5.25,0.76,2014,3
532057,ABHICAP,12.51,12.51,-1.01,6.68,0.96,2014,4
532057,ABHICAP,10.91,10.91,-1.06,7.26,1.05,2015,1
532057,ABHICAP,18.67,18.67,-0.58,11.28,1.63,2015,2
532057,ABHICAP,9.49,9.49,-0.32,6.16,0.89,2015,3
532057,ABHICAP,5.98,5.98,-0.47,2.26,0.33,2015,4
532057,ABHICAP,6.04,5.25,-0.79,3.30,0.48,2016,1
532057,ABHICAP,12.81,12.22,-0.59,9.48,1.37,2016,2
532057,ABHICAP,10.25,9.84,-0.23,7.60,1.10,2016,3
532057,ABHICAP,6.97,6.35,-0.27,4.50,0.65,2016,4
532057,ABHICAP,14.02,14.02,-0.36,10.47,1.51,2017,1
532057,ABHICAP,7.23,9.30,-0.32,6.11,0.88,2017,2
532057,ABHICAP,8.92,9.81,-0.42,6.68,0.97,2017,3
532057,ABHICAP,8.38,26.58,-0.59,18.79,2.71,2017,4
532057,ABHICAP,5.54,5.50,-0.76,2.91,0.42,2018,1
532057,ABHICAP,10.04,21.06,-0.02,16.21,2.34,2018,2
532057,ABHICAP,6.45,8.72,-0.44,5.50,0.79,2018,3
532057,ABHICAP,9.59,8.82,-0.34,4.84,0.70,2018,4
532057,ABHICAP,7.93,0.88,-0.47,-0.41,-0.06,2019,1
532057,ABHICAP,10.49,11.25,-0.75,5.67,0.82,2019,2
532057,ABHICAP,11.57,11.61,-5.86,-0.52,-0.07,2019,3
532057,ABHICAP,11.65,11.78,-6.11,-0.93,-0.13,2019,4
532057,ABHICAP,8.75,8.82,-5.94,0.33,0.05,2020,1
532057,ABHICAP,8.06,11.19,-0.33,8.10,1.17,2020,3
532057,ABHICAP,7.35,7.99,-3.00,2.89,0.42,2020,4
